nID;nID_Subject;nID_SubjectContactType;sValue
1974;1010;1;inbox2@gl.kr-admin.gov.ua
1975;1011;0;
1976;1011;1;gornszn@ukr.net
1977;1012;0;
1978;1012;1;sobez_gocha@ukr.net
1979;1013;0;
1980;1013;1;dvur_szn@ukr.net
1981;1014;0;
1982;1014;1;sobez_demudivka@ukr.net
1983;1015;0;
1984;1015;1;dikankaupszn@ukr.net
1985;1016;0;
1986;1016;1;upszndobr@ukr.net
1987;1017;0;
1988;1017;1;utszn_doman@ukr.net
1989;1018;0;
1990;1018;1;7107@ukr.net
1991;1019;0;
1992;1019;1;duszn@tyachiv-rda.gov.ua
1993;1020;0;
1994;1020;1;utszn_elan@ukr.net
1995;1021;0;
1996;1021;1;upszn1806@ukr.net
1997;1022;0;
1998;1022;1;soc_zar@meta.ua
1999;1023;0;
2000;1023;1;upz61@kharkov.ukrtel.net
2001;1024;0;
2002;1024;1;uprazikr@ukrpost.ua
2003;1025;0;
2004;1025;1;sybsid_zolochev@meta.ua
2005;1026;0;
2006;1026;1;soczah@ivaadm.gov.ua
2007;1027;0;
2008;1027;1;ivanivka_soc@gupsp.odessa.gov.ua
2009;1028;0;
2010;1028;1;ivanivskeuszn@ukr.net
2011;1029;0;
2012;1029;1;uszn@ukr.net
2013;1030;0;
2014;1030;1;utszn_kazan@ukr.net
2015;1031;0;
2016;1031;1;kalanupczn@ukr.net
2017;1032;0;
2018;1032;1;kater.upszn_ck@ukr.net
2019;1033;0;
2020;1033;1;kupszn@kharkov.ukrtel.net
2021;1034;0;
2022;1034;1;upszn7706@ukr.net
2023;1035;0;
2024;1035;1;kozupszn@ukr.net
2025;1036;0;
2026;1036;1;zaxist-koz@ukrpost.ua
2027;1037;0;
2028;1037;1;kozova@sobes-ter.gov.ua
2029;1038;0;
2030;1038;1;uszn36@ukr.net
2031;1039;0;
2032;1039;1;kominternovo_soc@gupsp.odessa.gov.ua
2033;1040;0;
2034;1040;1;inbox2@km.kr-admin.gov.ua
2035;1041;0;
2036;1041;1;uszn-korop@ukr.net
2037;1042;0;
2038;1042;1;upszn.kotelva@ukpost.ua
2039;1043;0;
2040;1043;1;vikna_soc@gupsp.odessa.gov.ua
2041;1044;0;
2042;1044;1;krkut_upszn@ukr.net
2043;1045;0;
2044;1045;1;info07@dszn.sm.gov.ua
2045;1046;0;
2046;1046;1;poliskeypsz@ukr.net
2047;1047;0;
2048;1047;1;utszn_kroz@ukr.net
2049;1048;0;
2050;1048;1;kruzh_upszn@ukrpost.ua, kruzh.uszn@gmail.com
2051;1049;0;
2052;1049;1;kuyb_upszn@zp.ukrtel.net
2053;1050;0;
2054;1050;1;upszn43@ne.cg.ukrtel.net
2055;1051;0;
2056;1051;1;ypsznlet@ukr.net
2057;1052;0;
2058;1052;1;info09@dszn.sm.gov.ua
2059;1053;0;
2060;1053;1;lsnr15@ukr.net
2061;1054;0;
2062;1054;1;0507upszn@ukr.net
2063;1055;0;
2064;1055;1;locachisoc@gmail.com
2065;1056;0;
2066;1056;1;lugyp@lug.zt.ukrtel.net, upszn1810@ukr.net
2067;1057;0;
2068;1057;1;lupszn@lub.zt.ukrtel.net
2069;1058;0;
2070;1058;1;lyubashivka_soc@gupsp.odessa.gov.ua
2071;1059;0;
2072;1059;1;soczah@lbsadm.gov.ua
2073;1060;0;
2074;1060;1;upszn33@ukr.net
2075;1061;0;
2076;1061;1;utszn145119@gmail.com
2077;1062;0;
2078;1062;1;manusz760@ukr.net
2079;1063;0;
2080;1063;1;upszn16@ck.ukrtel.net upszn7116@ukr.net
2081;1064;0;
2082;1064;1;upszn@mar.lg.ukrtel.net
2083;1065;0;
2084;1065;1;mrupszn@ukr.net
2085;1066;0;
2086;1066;1;nikolaevka_soc@gupsp.odessa.gov.ua
2087;1067;0;
2088;1067;1;upszn2316@ukrpost.ua
2089;1068;0;
2090;1068;1;usznmizgir@ukrpost.ua
2091;1069;0;
2092;1069;1;mlinovsoc@ukr.net
2093;1070;0;
2094;1070;1;mkupszn@gmail.com
2095;1071;0;
2096;1071;1;narpszn@ukr.net
2097;1072;0;
2098;1072;1;info10@dszn.sm.gov.ua
2099;1073;0;
2100;1073;1;nsuszn01@ukr.net
2101;1074;0;
2102;1074;1;uprpracinvodolaga@ukr.net
2103;1075;0;
2104;1075;1;inbox2@novoarh.kr-admin.gov.ua
2105;1076;0;
2106;1076;1;inbox2@ng.kr-admin.gov.ua
2107;1077;0;
2108;1077;1;ns-upszn@ukr.net
2109;1078;0;
2110;1078;1;uprszn@ukrpost.ua
2111;1079;0;
2112;1079;1;uszn-voron@i.ua
2113;1080;0;
2114;1080;1;utszn_nnik@zp.ukrtel.net
2115;1081;0;
2116;1081;1;nupcsn@nt.hs.ukrtel.net
2117;1082;0;
2118;1082;1;ovidiopol_soc@gupsp.odessa.gov.ua
2119;1083;0;
2120;1083;1;upr1434@ukr.net
2121;1084;0;
2122;1084;1;inbox2@olexrda.kr-admin.gov.ua
2123;1085;0;
2124;1085;1;inbox4@onufrievka.kr-admin.gov.ua
2125;1086;0;
2126;1086;1;or_soc_zax@ukrpost.ua
2127;1087;0;
2128;1087;1;upszn1621@ukr.net
2129;1088;0;
2130;1088;1;yasinrai_utszn@ukr.net
2131;1089;0;
2132;1089;1;inbox2@petrovo.kr-admin.gov.ua
2133;1090;0;
2134;1090;1;p39soczah@ukr.net
2135;1091;0;
2136;1091;1;pidvolochysk@sobes-ter.gov.ua
2137;1092;0;
2138;1092;1;uptaszn@ukrpost.ua
2139;1093;0;
2140;1093;1;upraci@an.zt.ukrtel.net
2141;1094;0;
2142;1094;1;przutszn@rambler.ru
2143;1095;0;
2144;1095;1;upszn7704@ukr.net
2145;1096;0;
2146;1096;1;sobez1@ukrpost.ua
2147;1097;0;
2148;1097;1;uszn_repki@ukr.net
2149;1098;0;
2150;1098;1;rozupszn@zp.ukrtel.net
2151;1099;0;
2152;1099;1;upszn3238@meta.ua
2153;1100;0;
2154;1100;1;sobez.rokitno@gmail.com
2155;1101;0;
2156;1101;1;romayprns1@ukr.net
2157;1102;0;
2158;1102;1;upszn1819@an.zt.ukrtel.net
2159;1103;0;
2160;1103;1;savran_soc@gupsp.odessa.gov.ua
2161;1104;0;
2162;1104;1;sarata_soc@gupsp.odessa.gov.ua
2163;1105;0;
2164;1105;1;semupszn@rambler.ru
2165;1106;0;
2166;1106;1;sobez7424@ukrpost.ua
2167;1107;0;
2168;1107;1;usribne@cg.ukr.net
2169;1108;0;
2170;1108;1;upszn_stav@meta.ua
2171;1109;0;
2172;1109;1;ytszn_stn905@mail.ru
2173;1110;0;
2174;1110;1;upszn0741@ukr.net
2175;1111;0;
2176;1111;1;talasoft@ukr.net
2177;1112;0;
2178;1112;1;tarutino_soc@gupsp.odessa.gov.ua
2179;1113;0;
2180;1113;1;teo_socb@ukrpost.net
2181;1114;0;
2182;1114;1;tepl_ups@ukrpost.ua
2183;1115;0;
2184;1115;1;0505tuvrovupszn@ukr.net
2185;1116;0;
2186;1116;1;upszn_tm@ukrpost.ua
2187;1117;0;
2188;1117;1;truszn@yandex.ua
2189;1118;0;
2190;1118;1;sovbez_ tr@ukr.net
2191;1119;0;
2192;1119;1;tuszn@ukr.net
2193;1120;0;
2194;1120;1;inbox2@ustin.kr-admin.gov.ua
2195;1121;0;
2196;1121;1;frunzivka_soc@gupsp.odessa.gov.ua
2197;1122;0;
2198;1122;1;chupczn@ukr.net
2199;1123;0;
2200;1123;1;upsznch@ukr.net
2201;1124;0;
2202;1124;1;1820chervsoczah@ukrpost.ua
2203;1125;0;
2204;1125;1;chern0534@ukr.net
2205;1126;0;
2206;1126;1;chernuszn@gmail.com
2207;1127;0;
2208;1127;1;soczah_ch@ukrpost.ua
2209;1128;0;
2210;1128;1;chechupszn@gmail.com
2211;1129;0;
2212;1129;1;chornobay.upszn@gmail.com
2213;1130;0;
2214;1130;1;upszn-ch@poltava.ukrtel.net
2215;1131;0;
2216;1131;1;chutovo11@ukrpost.ua
2217;1132;0;
2218;1132;1;sobes@sh.lt.ukrtel.net
2219;1133;0;
2220;1133;1;upr_pszn16@ukr.net
2221;1134;0;
2222;1134;1;shiryaevo_soc@gupsp.odessa.gov.ua
2223;1135;0;
2224;1135;1;shsobez@rambler.ru
2225;1136;0;
2226;1136;1;akimovka05@zp.ukrtel.net
2227;1137;0;
2228;1137;1;info18@dszn.sm.gov.ua
2229;1138;0;
2230;1138;1;Yr_uszn@ukr.net
2231;1139;0;
2232;1139;1;klrsoc@ukr.net
2233;1140;0;
2234;1140;1;fedorak.cnap@gmail.com
2235;1141;0;
2236;1141;1;desnsubsidy@ukr.net
2237;1142;0;
2238;1142;1;картошка
2239;1143;0;
2240;1143;1;картошка
2241;1144;0;
2242;1144;1;kristina1405@ukr.net
2243;1145;0;
2244;1145;1;tsc1242-05@dnp.mia.gov.ua
2245;1146;0;
2246;1146;1;olga82chernyavska@gmail.com
2247;1147;0;
2248;1147;1;natakuzn@i.ua
2249;1148;0;
2250;1148;1;картошка
2251;1149;0;
2252;1149;1;upszn1241@ukr.net
2253;1150;0;
2254;1150;1;svyrydenko.yulia@gmail.com
2255;1151;0;
2256;1151;1;1201@dmsu.gov.ua
2257;1152;0;
2258;1152;1;mdpi64@dnp.ukrpack.net
2259;1153;0;
2260;1153;1;woobraja@mail.ru
2261;1154;0;
2262;1154;1;tsnap.pervom@ukr.net
2263;1155;0;
2264;1155;1;dpi@te.gov.ua
2265;1156;0;
2266;1156;1;romny-admin@ukr.net
2267;1157;0;
2268;1157;1;lgni@dnp.ukrpack.net
2269;1158;0;
2270;1158;1;dpi62_dp@ukr.net
2271;1159;0;
2272;1159;1;svyrydenko.yulia@gmail.com
2273;1160;0;
2274;1160;1;kermit
2275;1161;0;
2276;1161;1;cnap80100@ukr.net
2277;1162;0;
2278;1162;1;N.Yakusheva@ukr.net
2279;1163;0;
2280;1163;1;1222@dmsu.gov.ua
2281;1164;0;
2282;1164;1;anel-lena848@ukr.net
2283;1165;0;(056)3759064,(056)3765203
2284;1165;1;sybsid1205@gmail.com
2285;1166;0;(056)7630579
2286;1166;1;upszn1241@ukr.net
2287;1167;0;(0562)682588
2288;1167;1;utszn1201@ukrpost.ua
2289;1168;0;(056)7602498,(056)7254771
2290;1168;1;1239indust@ukr.net
2291;1169;0;(056)7451424
2292;1169;1;utszn1202@ukr.net
2293;1170;0;(056)3736864
2294;1170;1;1203_utszn@ukr.net
2295;1171;0;(056)7755586
2296;1171;1;1204leninskoe@ukr.net
2297;1172;0;(056)7287706
2298;1172;1;1243samara@ukr.net
2299;1173;0;(0569)539884
2300;1173;1;1206upszn@ukr.net
2301;1174;0;(05692)67055
2302;1174;1;dnz1207@ukr.net
2303;1175;0;(05692)32688
2304;1175;1;1208zupszn@ukr.net
2305;1176;0;(0564)928140,(0564)928486
2306;1176;1;1209upszn@ukr.net
2307;1177;0;(0564)959452,(056)4060080
2308;1177;1;1210upszn@ukr.net
2309;1178;0;(056)4038389,(0564)223145
2310;1178;1;sergienkov@list.ru
2311;1179;0;(0564)644383
2312;1179;1;1242_upszn@ukr.net
2313;1180;0;(0564)380055,(0564)380260,(0564)384582
2314;1180;1;vszn1@ukrpost.ua
2315;1181;0;(0564)900826
2316;1181;1;vpszn1211@i.ua, vpszn-1211@ukr.net
2317;1182;0;(0564)716135
2318;1182;1;88@igov.org.ua
2319;1183;0;(05653)50915,(05653)35699
2320;1183;1;dsgp.vln@gmail.com
2321;1184;0;(05652)56025,55021,56339
2322;1184;1;1217utszn@ukr.net, utszn@ukr.net
2323;1185;0;(05665)21567
2324;1185;1;1213mupszn@ukr.net
2325;1186;0;(05662)51483
2326;1186;1;1214_nupszn@ukr.net
2327;1187;0;(0569)314972
2328;1187;1;1215upszn@ukr.net
2329;1188;0;(05632)62569,(05632)62857
2330;1188;1;upszn1216@i.ua
2331;1189;0;(05633)72304
2332;1189;1;1248pershszn@ukr.net
2333;1190;0;(0566)766448,(0566)742012
2334;1190;1;ouptaszn@ukr.net
2335;1191;0;(05663)42170
2336;1191;1;1231upszn@ukr.net
2337;1192;0;(05636)71095
2338;1192;1;upczn_tern@ukr.net
2339;1193;0;(05656)94206
2340;1193;1;ap_upszn@mail.ru
2341;1194;0;(05639)99099
2342;1194;1;utiszn1219@ukr.net
2343;1195;0;(05658)60642,(05658)31241
2344;1195;1;vdneprupszn@ukr.net
2345;1196;0;(056)7536451,(056)7536200,(0562)277046
2346;1196;1;1238uszn@ukr.net
2347;1197;0;(0564)908369
2348;1197;1;1237uszn.adres@ukr.net
2349;1198;0;(05654)92037
2350;1198;1;1222usznkr@ukr.net
2351;1199;0;(0569)128486,(0569)121592
2352;1199;1;1223uszn@ukr.net
2353;1200;0;(05630)60421
2354;1200;1;uszn1224@ukr.net
2355;1201;0;(05662)51284,(05662)50593
2356;1201;1;1227-zahyst@ukr.net
2357;1202;0;(05693)71050,75896
2358;1202;1;1226uszn@ukr.net
2359;1203;0;(05632)60057
2360;1203;1;1225utszn_pr@ukr.net
2361;1204;0;(05631)31541
2362;1204;1;uszn.1228@e-mail.ua
2363;1205;0;(05634)21231,(05634)21251
2364;1205;1;1246uszn@ukr.net
2365;1206;0;(05638)21922
2366;1206;1;pokr.upszn@gmail.com
2367;1207;0;(05651)30967
2368;1207;1;upszn_ph@ukr.net
2369;1208;0;(05663)42304
2370;1208;1;1251 uszn@ukr.net
2371;1209;0;(05669)21396
2372;1209;1;1232upsol@ukr.net
2373;1210;0;(05650)28601
2374;1210;1;sofievka.uszn@yandex.ua, upszn-f@ukrpost.ua
2375;1211;0;(05668)22229,22138,22340
2376;1211;1;upszn_tomakovka@ukr.net
2377;1212;0;(05690)32956
2378;1212;1;utszn1235@ukr.net
2379;1213;0;(05657)22039,21878,21460
2380;1213;1;Upszn-shir@yandex.ua
2381;1214;0;(05635)51561
2382;1214;1;yurivka2012@yandex.ua
2383;1215;0;(0432)562570
2384;1215;1;gupszn@vn.ua
2385;1216;0;(04341)24190
2386;1216;1;bar_upszn@ukr.net, 0513usp@ukr.net
2387;1217;0;(04352)21863
2388;1217;1;bershadupszn@ukr.net
2389;1218;0;(0432)613930
2390;1218;1;upsznvinrda@ukr.net
2391;1219;0;(04334)20248
2392;1219;1;diskaveri7777@gmail.com
2393;1220;0;(04332)21258,21089
2394;1220;1;0514gmerinka.rupszn@ukr.net
2395;1221;0;(04345)21485
2396;1221;1;0519upszn@ukr.net
2397;1222;0;(04333)21239,40839
2398;1222;1;kalinsoc@ukr.net
2399;1223;0;(04342)20186
2400;1223;1;0501uszn@ukr.net
2401;1224;0;(04340)26856,26857
2402;1224;1;kruzh_upszn@ukrpost.ua, kruzh.uszn@gmail.com
2403;1225;0;(04358)21087
2404;1225;1;lupszn@ukr.net
2405;1226;0;(04347)21598
2406;1226;1;0507upszn@ukr.net
2407;1227;0;(04337)64747,66362
2408;1227;1;mogpodrupszn@ukr.net
2409;1228;0;(04356)21007
2410;1228;1;mkupszn@gmail.com
2411;1229;0;(04331)22784,21928,20889
2412;1229;1;Nem_upszn@ukr.net
2413;1230;0;(04330)21743,29205
2414;1230;1;or_soc_zax@ukrpost.ua
2415;1231;0;(04349)21997,21962
2416;1231;1;uptaszn@ukrpost.ua
2417;1232;0;(04346)21358,21758
2418;1232;1;pogrypzn@ukr.net
2419;1233;0;(04353)21436,21308
2420;1233;1;tepl_ups@ukrpost.ua
2421;1234;0;(04355)21256,(04355)21164
2422;1234;1;0505tuvrovupszn@ukr.net
2423;1235;0;(04348)21087,22304
2424;1235;1;upszn_tm@ukrpost.ua
2425;1236;0;(04343)22764,22469
2426;1236;1;sovbez_ tr@ukr.net
2427;1237;0;(04335)22245,23436
2428;1237;1;tulchin_upszn@ukr.net
2429;1238;0;(04338)22186
2430;1238;1;soczahist_hm@ukr.net
2431;1239;0;(04351)22536,21360
2432;1239;1;chechupszn@gmail.com
2433;1240;0;(04357)21359
2434;1240;1;chern0534@ukr.net
2435;1241;0;(04344)21160,21279
2436;1241;1;labour@ukrpost.ua
2437;1242;0;(04336)21044
2438;1242;1;0526yampupszn@ukr.net
2439;1243;0;(04332)21449,22887
2440;1243;1;mupszn.zhmer@ukr.net
2441;1244;0;(04342)22500,24553
2442;1244;1;socinform@ukrpost.ua
2443;1245;0;(04343)64529,69290
2444;1245;1;ladiginsoczahst@ukr.net
2445;1246;0;(04337)65271,66402,66545,65163
2446;1246;1;upsznmpmr@ukr.net
2447;1247;0;(04338)23372,25656
2448;1247;1;socprotect_hm@ukr.net
2449;1248;0;(0432)504350,531082
2450;1248;1;gupszn@vmr.gov.ua
2451;1249;0;(0332)799835
2452;1249;1;vsd@dlsp.voladm.gov.ua 
2453;1250;0;(03342)20990,23394
2454;1250;1;soczah@vvadm.gov.ua
2455;1251;0;(03379)22796
2456;1251;1;satszah@gr.lt.ukrtel.net , gorohiv-satszah@ukr.net, 0756uszn@ukr.net
2457;1252;0;(03372)21684
2458;1252;1;soczah@ivaadm.gov.ua
2459;1253;0;(03357)50509,(03357)23481
2460;1253;1;uszn0754@ukr.net
2461;1254;0;(03352)52410(03352)31482
2462;1254;1;upsznrda@kv.lt.ukrtel 
2463;1255;0;(03365)21385
2464;1255;1;uszn752@gmail.com
2465;1256;0;(0337)421473
2466;1256;1;locachisoc@gmail.com
2467;1257;0;(0332)760860
2468;1257;1;info@soczabez.lutskadm.gov.ua 
2469;1258;0;(03362)21351
2470;1258;1;soczah@lbsadm.gov.ua 
2471;1259;0;(03377)22387,(03377)24551
2472;1259;1;zachyst@lb.lt.ukrtel.net, luboml_uszn@ukr.net
2473;1260;0;(03376)22561
2474;1260;1;manusz760@ukr.net
2475;1261;0;(0266)21635
2476;1261;1;ratno_upszn@ukr.net
2477;1262;0;(03368)21130
2478;1262;1;rogsobez@ukr.net
2479;1263;0;(03346)30182
2480;1263;1;upszn0741@ukr.net
2481;1264;0;(03363)21687
2482;1264;1;tuszn@ukr.net
2483;1265;0;(03355)20663
2484;1265;1;sobes@sh.lt.ukrtel.net
2485;1266;0;(0332)284161,284165,284175,284174
2486;1266;1;dsp@lutskrada.gov.ua
2487;1267;0;(03352)252606,52919,50015
2488;1267;1;kovelinfo@gmail.com
2489;1268;0;(03344)41070,40697
2490;1268;1;upszn.nv@ukr.net
2491;1269;0;(03342)22645
2492;1269;1;upsznvol@gmail.com, upsznvol@vv.lt.ukrtel.net
2493;1270;0;(06264)63607
2494;1270;1;departamet01@gmail.com
2495;1271;0;(06274)47155
2496;1271;1;utisznar@artemovsk.dc.ukrtel.net
2497;1272;0;(06243)20423
2498;1272;1;r04.m50@gmail.com
2499;1273;0;(06244)42130
2500;1273;1;utszn1438@ukr.net
2501;1274;0;(06246)20467
2502;1274;1;volod.upszn031212@gmail.com
2503;1275;0;(06277)27917
2504;1275;1;main.r1449@gmail.com
2505;1276;0;(06272)24194
2506;1276;1;konst_rutszn_40@ukrpost.ua, KonstRUTSZN@yandex.ua
2507;1277;0;(06239)20156
2508;1277;1;utsz1441@ukr.net
2509;1278;0;(06278)32560
2510;1278;1;uszn.marinka.2015@gmail.com
2511;1279;0;(06269)21954
2512;1279;1;upr1434@ukr.net
2513;1280;0;(06297)24369
2514;1280;1;utszn145119@gmail.com
2515;1281;0;(099)4548768
2516;1281;1;utszn1445@meta.ua
2517;1282;0;(06236)32585,39761
2518;1282;1;upszn.amr@ukr.net
2519;1283;0;(0627)446402,446401
2520;1283;1;r19@ukrpost.net
2521;1284;0;(06273)65472
2522;1284;1;utszn-ugledar@ukr.net
2523;1285;0;(06247)40732
2524;1285;1;uszn1421@gmail.com
2525;1286;0;(06239)60367
2526;1286;1;dimitrov.utszn@yandex.ua
2527;1287;0;(06277)28059
2528;1287;1;utszn1422@gmail.com, 1422utszn@ukr.net
2529;1288;0;(06267)33750
2530;1288;1;du@drutel.dc.ukrtel.net
2531;1289;0;(06276)20296,21086
2532;1289;1;utszn@kost.dn.ukrtelekom.ua, utszn-konst@mail.ru 
2533;1290;0;(06264)63608
2534;1290;1;utszn1426@ukr.net
2535;1291;0;(06261)41699
2536;1291;1;krlutszn@ukr.net
2537;1292;0;(06239)21159
2538;1292;1;utszn1427@gmail.com
2539;1293;0;(095)2060807
2540;1293;1;yasinrai_utszn@ukr.net
2541;1294;0;(0629)389794
2542;1294;1;utszn1412@gmail.com
2543;1295;0;(0629)470463
2544;1295;1;utszn1411@gmail.com
2545;1296;0;(0629)223195
2546;1296;1;uszn1413@yandex.ua
2547;1297;0;(0629)403525
2548;1297;1;utsznprim@meta.ua
2549;1298;0;(06237)34130,34197
2550;1298;1;novogrodovka_utszn@mail.ru, utsznnovogrod@ukr.net
2551;1299;0;(06237)72233,23118,72741
2552;1299;1;selutszn@ukrpost.ua
2553;1300;0;(06262)622291
2554;1300;1;utszn@slav.dn.ua
2555;1301;0;(04136)22749
2556;1301;1;andrsovbez@an.zt.ukrtel.net
2557;1302;0;(04144)31311
2558;1302;1;upszn-1802@ukr.net
2559;1303;0;(04143)25404
2560;1303;1;ua1803@ukr.net
2561;1304;0;(04145)32354
2562;1304;1;upszn-1804@ukr.net
2563;1305;0;(04146)21196
2564;1305;1;romayprns1@ukr.net
2565;1306;0;(04149)21098
2566;1306;1;upszn1806@ukr.net
2567;1307;0;(0412)374269
2568;1307;1;zt_ypszn@i.ua
2569;1308;0;(04142)47945
2570;1308;1;marus@kor.zt.ukrtel.net
2571;1309;0;(04130)52936,52935
2572;1309;1;kor_upszn@ukr.net
2573;1310;0;(04161)91698
2574;1310;1;lugyp@lug.zt.ukrtel.net, upszn1810@ukr.net
2575;1311;0;(04147)21600
2576;1311;1;lupszn@lub.zt.ukrtel.net
2577;1312;0;(04133)53318
2578;1312;1;malsobez@ml.zt.ukrtel.net
2579;1313;0;(04140)21268
2580;1313;1;narpszn@ukr.net
2581;1314;0;(04141)56130
2582;1314;1;sob1814@ukr.net
2583;1315;0;(04148)42682
2584;1315;1;sovbez@ovr.zt.ukrtel.net
2585;1316;0;(04135)21770,21049
2586;1316;1;oleup1816@ukr.net
2587;1317;0;(04137)25386
2588;1317;1;upraci@an.zt.ukrtel.net
2589;1318;0;(04132)45035
2590;1318;1;soczah@rad.zt.ukrtel.net
2591;1319;0;(04138)31695
2592;1319;1;upszn1819@an.zt.ukrtel.net
2593;1320;0;(04131)31386
2594;1320;1;1820chervsoczah@ukrpost.ua
2595;1321;0;(04134)48134
2596;1321;1;soczah_ch@ukrpost.ua
2597;1322;0;(04139)21279
2598;1322;1;chupszn@ukr.net
2599;1323;0;(04141)55395
2600;1323;1;upszn1823@gmail.com
2601;1324;0;(04143)22379
2602;1324;1;uptszn@brd.zt.ukrtel.net
2603;1325;0;(04142)42162
2604;1325;1;kor_upszn-1825@ukr.net
2605;1326;0;(0412)425000,425025,425024
2606;1326;1;boguniya1826@ukr.net
2607;1327;0;(0412)331934,330021,330008
2608;1327;1;1827upsznkorztsub@ukr.net
2609;1328;0;(04162)30144
2610;1328;1;upszn-brus@ukr.net
2611;1329;0;(04133)32606
2612;1329;1;mupszn@ml.zt.ukrtel.net
2613;1330;0;(0412)241408
2614;1330;1;dpszn-zt@ukr.net
2615;1331;0;(0312)630104,612549,35379
2616;1331;1;umupszn@rada-uzhgorod.gov.ua
2617;1332;0;(0241)31200
2618;1332;1;b_mupszn@ukrpost.ua
2619;1333;0;(242)43304
2620;1333;1;khust-sobez@ukr.net
2621;1334;0;(231)23063
2622;1334;1;2101_ upszn@ukr.net
2623;1335;0;(0312)712884,(066)3144303
2624;1335;1;soc_chop@ukr.net
2625;1336;0;(0241)23147
2626;1336;1;beregovo_rupszn@ukrpost.ua 
2627;1337;0;(0235)21304,(0235)21845
2628;1337;1;vbsoczakh@vberez.gov.ua
2629;1338;0;(0243)22961
2630;1338;1;vin_2109@mail.ru
2631;1339;0;(0236)24087,(0236)24558
2632;1339;1;vsobez@ukrpost.ua
2633;1340;0;(0244)21252
2634;1340;1;uszn_ir@ukr.net
2635;1341;0;(0246)21181
2636;1341;1;usznmizgir@ukrpost.ua
2637;1342;0;(0231)31656,(0231)21541
2638;1342;1;muk_uszn_raj@mk.uz.ua
2639;1343;0;(0245)22439,(0245)21144
2640;1343;1;upszn2110@ukrpost.ua
2641;1344;0;(0232)25609,(0232)23188
2642;1344;1;rakhiv_sobez@ukr.net
2643;1345;0;(0233)23166,(0233)21889
2644;1345;1;Sval_upszn@ukr.net
2645;1346;0;(0234)33760,(0234)21223
2646;1346;1;soczabez@tyachiv-rda.gov.ua
2647;1347;0;(0312)672429,20630
2648;1347;1;uszn_urda@carpathia.gov.ua, upsznuzhrda@i.ua
2649;1348;0;(0234)72268,(0234)72444
2650;1348;1;duszn@tyachiv-rda.gov.ua
2651;1349;0;(0242)43515,(0242)44332
2652;1349;1;hrupravl@meta.ua
2653;1350;0;(061)7641362
2654;1350;1;subsidii1@gmail.com
2655;1351;0;(061)7641751,7641163
2656;1351;1;govtuszn@ukrpost.ua
2657;1352;0;(061)2365940,2225923
2658;1352;1;upsznzra@zp.ukrtel.net
2659;1353;0;(061)2870954,2870979
2660;1353;1;kom_ozs@zp.ukr.net
2661;1354;0;(061)2790644,2791451
2662;1354;1;zp_len@mail.ru
2663;1355;0;(061)2363397,2363386
2664;1355;1;upszn_ordjo@ukr.net
2665;1356;0;(061)2770997,2771687
2666;1356;1;upszn_xor@ukr.net
2667;1357;0;(0612)650151,2874194
2668;1357;1;ksn2000@ukr.net
2669;1358;0;(06153)47332,35687
2670;1358;1;socpro@rada-berdyansk.gov.ua
2671;1359;0;(0619)428320,436900
2672;1359;1;utsznmel@mail.ru
2673;1360;0;(06178)43026,43021
2674;1360;1;tokutszn@zp.ukrtel.net
2675;1361;0;(06139)44381,44765
2676;1361;1;utszn@zp.ukrtel.net
2677;1362;0;(06153)35535,40774
2678;1362;1;brutcz@zp.ukrtel.net
2679;1363;0;(06175)72850
2680;1363;1;wasilutszn@zp.ukrtel.net
2681;1364;0;(06156)20215,20249
2682;1364;1;vel_bel@zp.ukrtel.net
2683;1365;0;(06136)21179,21704
2684;1365;1;ves_upszn@zp.ukrtel.net
2685;1366;0;(06143)41629,41259
2686;1366;1;voluszn@ukrpost.ua
2687;1367;0;(06145)41979
2688;1367;1;gulupszn@gp.zp.ua
2689;1368;0;(061)2236770,2236175
2690;1368;1;zapuszn_inv@ukrpost.net
2691;1369;0;(06138)23859,23214
2692;1369;1;kamuszn@zp.ukrtel.net
2693;1370;0;(06147)21363,21237
2694;1370;1;kuyb_upszn@zp.ukrtel.net
2695;1371;0;(06192)67755,(0619)426561
2696;1371;1;mrda_upczn@ukpost.ua
2697;1372;0;(06132)22241,21945
2698;1372;1;upszn2316@ukrpost.ua
2699;1373;0;(06144)91375,91469
2700;1373;1;utszn_nnik@zp.ukrtel.net
2701;1374;0;(06141)45046,45045
2702;1374;1;usznorh@zp.ukrtel.net
2703;1375;0;(06165)23987,22889
2704;1375;1;pologiutszn@zp.ukrtel.net
2705;1376;0;(06133)22695,23312
2706;1376;1;przutszn@rambler.ru
2707;1377;0;(06137)72386,74570
2708;1377;1;primutszn@zp.ukrtel.net
2709;1378;0;(06162)97141,97374
2710;1378;1;rozupszn@zp.ukrtel.net
2711;1379;0;(06178)21781,28826
2712;1379;1;22upszn@ukrpost.ua
2713;1380;0;(06140)91224,91640
2714;1380;1;chernuszn@gmail.com
2715;1381;0;(06131)91476,98309
2716;1381;1;akimovka05@zp.ukrtel.net
2717;1382;0;(03471)24477
2718;1382;1;upszn_bogorodchany@ukr.net
2719;1383;0;(03432)22261,21198
2720;1383;1;soczah_verh@ukr.net
2721;1384;0;(03431)21451
2722;1384;1;galuchuszn@i.ua
2723;1385;0;(03430)21721,21521,21878,0673431153
2724;1385;1;gor_sobez@ukr.net
2725;1386;0;(03477)25304,0505553305
