nID_SubjectOrganJoin;sName;sValue
1413;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Криворізького р-ну
1413;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1413;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1413;sShapka_190;Голові райдержадміністрації
1413;shapka;Голові Криворізької районної державної адміністрації

1414;sNameOrgan;ЦНАП Криничанського району
1414;sAddress;<b>Адреса:</b> 52300, Дніпропетровська область, Криничанський р-н, смт. Кринички, вул. Центральна, буд. 13
1414;sPhoneOrgan;<b>Телефон(и):</b> (05654) 9-17-46
1414;sMailClerk;info@knrda.dp.ua
1414;sMailOfficialContact;<b>E-mail:</b> info@knrda.dp.ua
1414;sWepPortal;<b>Веб портал:</b> <a href='http://www.krinich-rn.dp.gov.ua/'>ЦНАП Криничанського району </a>
1414;sWorkTime;<b>Графік роботи:</b> понеділок, четвер: 9.00-20.00, вівторок, середа: 9.00-18.00, п’ятниця: 9.00-16.45 субота: 8.00-16.00
1414;nArea;6
1414;sShapka;Криничанська районна державна адміністрація<br>Голові Криничанської районної державної адміністрації
1414;nID_Department_visitDay;81
1414;nRegion;6
1414;sArchShapka;Завідувачу сектору містобудування та архітектури Криничанської РДА
1414;sArchName; 
1414;sShapkaGolova;Голові<br> Криничанської РДА
1414;sArea;Криничанський район
1414;Registrationservice;Криничанський РС ГУ ДМС України в Дніпропетровській області
1414;sOrganType;ЦНАП
1414;sRecviziti;
1414;sKab89;адміністратора
1414;sKab205;адміністратора
1414;sKab280;адміністратора
1414;sShapka220;Начальнику Управління, головному державному санітарному лікарю Криничанського р-ну
1414;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Криничанського р-ну
1414;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1414;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1414;shapka;Криничанська районна державна адміністрація<br>Голові Криничанської районної державної адміністрації

1415;sNameOrgan;ЦНАП Магдалинівського району
1415;sAddress;<b>Адреса:</b> 51100, Дніпропетровська обл., Магдалинівський –рн, смт. Магдалинівка, вул. Радянська, 46
1415;sPhoneOrgan;<b>Телефон(и):</b> (05691) 2-12-63, (066) 6465273
1415;sMailClerk;admin-magdal@ukrpost.ua,tsnapmagrda@ukr.net
1415;sMailOfficialContact;<b>E-mail:</b> yanozka_82@mail.ru
1415;sWepPortal;<b>Веб портал:</b> <a href='http://www.magd-rn.dp.gov.ua'>ЦНАП Магдалинівського району </a>
1415;sWorkTime;<b>Графік роботи:</b> Щоденно: 8:00 – 20:00
1415;nArea;7
1415;sShapka;Голові Магдалинівської районної державної адміністрації
1415;nID_Department_visitDay;82
1415;nRegion;7
1415;sArchShapka;Начальнику сектору інфраструктури, будівництва, містобудування, архітектури та житлово-комунального господарства Магдалинівської РДА
1415;sArchName; 
1415;sShapkaGolova;Голові<br> Магдалинівської РДА
1415;sArea;Магдалинівський район
1415;Registrationservice;Магдалинівський РС ГУ ДМС України в Дніпропетровській області
1415;sOrganType;ЦНАП
1415;sRecviziti;
1415;sKab89;адміністратора
1415;sKab205;адміністратора
1415;sKab280;адміністратора
1415;sShapka220;Начальнику Управління, головному державному санітарному лікарю Магдалинівського р-ну
1415;sShapka_190;Голові райдержадміністрації
1415;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> в  Магдалинівському р-ні
1415;shapka;Голові Магдалинівської районної державної адміністрації

1416;sNameOrgan;ЦНАП в Межівському районі
1416;sAddress;<b>Адреса:</b> 52900, Дніпропетровська обл., Межівський р-н, смт. Межова, вул. Фрунзе, 5
1416;sPhoneOrgan;<b>Телефон(и):</b> (05630)6-04-73
1416;sMailClerk;ifbereza@gmail.com
1416;sMailOfficialContact;<b>E-mail:</b> mezova_rda@meta.ua
1416;sWepPortal;<b>Веб портал:</b> <a href='http://www.megev-rn.dp.gov.ua'>ЦНАП в Межівському районі </a>
1416;sWorkTime;<b>Графік роботи:</b> Понеділок, середа: 09.00-20.00 Вівторок, четвер: 09.00-18.00 П’ятниця: 09.00-16.45 Субота – з 09.00 до 16.00
1416;nArea;8
1416;sShapka;Голові Межівської районної державної адміністрації
1416;nID_Department_visitDay;83
1416;nRegion;8
1416;sArchShapka;Голові Межівської РДА
1416;sArchName; 
1416;sShapkaGolova;Голові<br> Межівської РДА
1416;sArea;Межівський район
1416;Registrationservice;Межівський РВ ГУ ДМС України в Дніпропетровській області
1416;sOrganType;ЦНАП
1416;sRecviziti;
1416;sKab89;адміністратора
1416;sKab205;адміністратора
1416;sKab280;адміністратора
1416;sShapka220;Начальнику Управління, головному державному санітарному лікарю Межівського  р-ну
1416;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Межівського р-ну
1416;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1416;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1416;sShapka_190;Голові райдержадміністрації
1416;shapka;Голові Межівської районної державної адміністрації

1417;sNameOrgan;ЦНАП Нікопольської РДА
1417;sAddress;<b>Адреса:</b> 53200 Дніпропетровська обл. м. Нікополь вул. Шевченка, 130
1417;sPhoneOrgan;<b>Телефон(и):</b> (05662) 4-19-77, (05662) 5-13-38 (факс)
1417;sMailClerk;cnap_nikrda@ukr.net,economika@ukr.net
1417;sMailOfficialContact;<b>E-mail:</b> dc_nikrda@mail.ru
1417;sWepPortal;<b>Веб портал:</b> <a href='http://www.nikopol-rn.gov.dp.ua'>ЦНАП Нікопольської РДА </a>
1417;sWorkTime;<b>Графік роботи:</b>З понеділка по четвер з 9-00 до 17-30, у пятницю з 9-00 до 16-00
1417;nArea;9
1417;sShapka;Голові Нікопольської районної державної адміністрації
1417;nID_Department_visitDay;84
1417;sShapka220;Начальнику Управління, головному державному санітарному лікарю  Нікопольського району
1417;nRegion;9
1417;sArchShapka;Голові Нікопольської РДА
1417;sArchName; 
1417;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Нікопольського району
1417;sShapkaGolova;Голові<br> Нікопольської РДА
1417;sArea;Нікопольський район
1417;Registrationservice;Нікопольський РВ ГУ ДМС України в Дніпропетровській області
1417;sOrganType;ЦНАП
1417;sRecviziti;Червоногригорівська с/р Р/р 31419538700175, ЄДРПОУ: 38055606,Банк ГУДКСУ у Дніпропетровській області МФО 805012, Код 22090400
1417;sKab89;адміністратора
1417;sKab205;адміністратора
1417;sKab280;адміністратора
1417;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1417;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1417;shapka;Голові Нікопольської районної державної адміністрації

1418;sNameOrgan;ЦНАП Новомосковської РДА
1418;sAddress;<b>Адреса:</b> 51200, Дніпропетровська обл., м. Новомосковськ, вул. Шевченка, 7, І поверх
1418;sPhoneOrgan;<b>Телефон(и):</b> (05693)7-54-31, (05693)7-89-60
1418;sMailClerk;zhigan.roman@gmail.com
1418;sMailOfficialContact;<b>E-mail:</b> nmoskrda@i.ua
1418;sWepPortal;<b>Веб портал:</b> <a href='http://www.novomosk-rn.dp.gov.ua'>ЦНАП Новомосковської РДА </a>
1418;sWorkTime;<b>Графік роботи:</b> Понеділок, середа, п’ятниця, субота: 8:00 – 16:00 Вівторок, четвер: 13:00 – 20:00
1418;nArea;10
1418;sShapka;Голові Новомосковської районної державної адміністрації
1418;nID_Department_visitDay;_nID_Department_visitDay _
1418;nRegion;10
1418;sArchShapka;Головному архітектору Новомосковської РДА
1418;sArchName; 
1418;sShapkaGolova;Голові<br> Новомосковської РДА
1418;sShapka220;Начальнику Управління, головному державному санітарному лікарю Новомосковського р-ну
1418;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br>Новомосковського р-ну
1418;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1418;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1418;sShapka_190;Голові райдержадміністрації
1418;shapka;Голові Новомосковської районної державної адміністрації

1419;sNameOrgan;ЦНАП П`ятихатської РДА
1419;sAddress;<b>Адреса:</b> 52100, Дніпропетровська обл., м. П’ятихатки, вул. Желєзнякова, 104
1419;sPhoneOrgan;<b>Телефон(и):</b> (05651) 3-07-36
1419;sMailClerk;info@nmrda.dp.ua,cnapnmsk@i.ua,ign_ulia@i.ua
1419;sMailOfficialContact;<b>E-mail:</b> d_adm@ukr.net
1419;sWepPortal;<b>Веб портал:</b> <a href='http://www.pyatih_rn.dp.gov.ua'>ЦНАП П`ятихатської РДА </a>
1419;sWorkTime;<b>Графік роботи:</b> Понеділок-четвер: 8:00–17:00 П’ятниця-субота: 8:00–16:00 Перерва: 12:00–13:00
1419;nArea;15
1419;sShapka;Голові П`ятихатської районної державної адміністрації
1419;nID_Department_visitDay;_nID_Department_visitDay _
1419;nRegion;15
1419;sArchShapka;Відділу економіки, житлово-комунального господарства та архітектури П’ятихатської РДА
1419;sArchName; 
1419;sShapkaGolova;Голові<br> П’ятихатської РДА
1419;shapka;Голові П`ятихатської районної державної адміністрації

1420;sNameOrgan;ЦНАП Павлоградської РДА
1420;sAddress;<b>Адреса:</b> 51400, Дніпропетровська обл., м. Павлоград, вул. К. Маркса, 98
1420;sPhoneOrgan;<b>Телефон(и):</b> (05632) 6-14-88 (факс), 099-219-87-45
1420;sMailClerk;dozvilpg@gmail.com
1420;sMailOfficialContact;<b>E-mail:</b> dozvilpg@gmail.com
1420;sWepPortal;<b>Веб портал:</b> <a href='http://cnap.rda.dp.ua/'>ЦНАП Павлоградської РДА </a>
1420;sWorkTime;<b>Графік роботи:</b> Щоденно (крім неділі) з 8.00 до 16.00 без перерви на обід, у понеділок та середу з 8.00 до 20.00
1420;nArea;11
1420;sShapka;Голові Павлоградської районної державної адміністрації
1420;nID_Department_visitDay;85
1420;sShapka220;Головному державному санітарному лікарю Павлоградського району
1420;nRegion;11
1420;sArchShapka;Завідуючому сектору містобудування та архітектори Павлоградської РДА
1420;sArchName;
1420;sShapkaGolova;Голові<br> Павлоградської РДА
1420;sArea;Павлоградський район
1420;Registrationservice;Павлоградський РВ ГУ ДМС України в Дніпропетровській області
1420;sOrganType;ЦНАП
1420;sRecviziti;
1420;sKab89;адміністратора
1420;sKab205;адміністратора
1420;sKab280;адміністратора
1420;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br>  Павлоградського р-ну
1420;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1420;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1420;sShapka_190;Голові райдержадміністрації
1420;shapka;Голові Павлоградської районної державної адміністрації

1421;sNameOrgan;ЦНАП Петриківської РДА
1421;sAddress;<b>Адреса:</b> 51800, Дніпропетровська обл., Петриківський р-н,смт. Петриківка, вул. Леніна, 69
1421;sPhoneOrgan;<b>Телефон(и):</b> (05634) 2-27-69
1421;sMailClerk;adm118@meta.ua
1421;sMailOfficialContact;<b>E-mail:</b> info@petrrda.dp.ua
1421;sWorkTime;<b>Графік роботи:</b> Понеділок – п’ятниця: 8:00 – 20:00 Субота: 8:00 – 16:00
1421;nArea;12
1421;sShapka;Голові Петриківськької районної державної адміністрації.
1421;nID_Department_visitDay;86
1421;sShapka501;Голові райдержадміністрації <br>____________________________
1421;nRegion;12
1421;sArchShapka;Керівнику відділу архітектури та містобудування, житлово-комунального господарства Петриківської РДА
1421;sArchName; 
1421;sShapka_190;Голові райдержадміністрації
1421;sShapkaGolova;Голові<br> Петриківської РДА
1421;sArea;Петриківський район
1421;Registrationservice;Петриківський РС ГУ ДМС України в Дніпропетровській області
1421;sOrganType;ЦНАП
1421;sRecviziti;
1421;sKab89;адміністратора
1421;sKab205;адміністратора
1421;sKab280;адміністратора

1422;sNameOrgan;ЦНАП Петропавлівської РДА
1422;sAddress;<b>Адреса:</b> 52700 Дніпропетровська обл., Петропавлівський р-н, смт Петропавлівка, вул.Радянська, 62, к.101
1422;sPhoneOrgan;<b>Телефон(и):</b> (05631) 3-15-02, (05631) 3-05-53 (факс)
1422;sMailClerk;dozvilnuy.petropavlovka@yandex.ru,info@pprda.dp.ua,natali.grechcko@yandex.ua
1422;sMailOfficialContact;<b>E-mail:</b> dozvilnuy.petropavlovka@yandex.ru
1422;sWepPortal;<b>Веб портал:</b> <a href='http://www.petropavl-rn.dp.gov.ua'>ЦНАП Петропавлівської РДА </a>
1422;sWorkTime;<b>Графік роботи:</b> Понеділок - п’ятниця: 8:00 – 20:00 Субота: 8:00 – 16:00
1422;nArea;13
1422;sShapka;Голові Петропавлівської районної державної адміністрації
1422;nID_Department_visitDay;87
1422;sShapka220;Начальнику Управління, головному державному санітарному лікарю Петропалівського району
1422;nRegion;13
1422;sArchShapka;Головному архітектору відділу житлово-комунального господарства, будівництва, інфраструктури, містобудування та архітектури Петропавлівської РДА
1422;sArchName; 
1422;sShapkaGolova;Голові<br> Петропавлівської РДА
1422;sArea;Петропавлівський район
1422;Registrationservice;Петропавлівський РС ГУ ДМС України в Дніпропетровській області
1422;sOrganType;ЦНАП
1422;sRecviziti;
1422;sKab89;адміністратора
1422;sKab205;адміністратора
1422;sKab280;адміністратора
1422;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1422;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1422;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Петропавлівського р-ну
1422;shapka;Голові Петропавлівської районної державної адміністрації

1423;sNameOrgan;ЦНАП Покровської РДА
1423;sAddress;<b>Адреса:</b> 53600, Дніпропетровська обл., Покровський район, смт. Покровське, вул.К.Маркса, 119
1423;sPhoneOrgan;<b>Телефон(и):</b> (05638) 5-00-37
1423;sMailClerk;natalya_tishhenko@ukr.net
1423;sMailOfficialContact;<b>E-mail:</b> adm_pishokha72@mail.ru
1423;sWepPortal;<b>Веб портал:</b> <a href='http://www.pokrov-rn.dp.gov.ua'>ЦНАП Покровської РДА </a>
1423;sWorkTime;<b>Графік роботи:</b> Понеділок, середа, п’ятниця: 8:00 – 17:00 Вівторок, четвер: 8:00 – 20:00 Субота: 8:00 – 15:00
1423;nArea;14
1423;sShapka;Голові Покровської районної державної адміністрації
1423;nID_Department_visitDay;88
1423;nRegion;14
1423;sArchShapka;Начальнику відділу містобудування, архітектури, житлово-комунального господарства та будівництва Покровської РДА - головному архітектору
1423;sArchName; 
1423;sShapkaGolova;Голові<br> Покровської РДА
1423;sArea;Покровський район
1423;Registrationservice;Покровський РС ГУ ДМС України в Дніпропетровській області
1423;sOrganType;ЦНАП
1423;sRecviziti;
1423;sKab89;адміністратора
1423;sKab205;адміністратора
1423;sKab280;адміністратора
1423;sShapka220;Начальнику Управління, головному державному санітарному лікарю Покровського р-ну
1423;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1423;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1423;shapka;Голові Покровської районної державної адміністрації

1424;sNameOrgan;ЦНАП Синельниківської РДА
1424;sAddress;<b>Адреса:</b> 52500, м. Синельникове, вул. Богми, 3-а, І – поверх, кім. 5
1424;sPhoneOrgan;<b>Телефон(и):</b> (05663) 4-37-94, факс (05663) 4-23-92
1424;sMailClerk;info@snrda.dp.ua,tsnapsinray@ukr.net
1424;sMailOfficialContact;<b>E-mail:</b> info@snrda.dp.ua, tsnapsinray@ukr.net
1424;sWepPortal;<b>Веб портал:</b> <a href='http://www.sinel.dp.gov.ua'>ЦНАП Синельниківської РДА </a>
1424;sWorkTime;<b>Графік роботи:</b> Понеділок, четвер з 8:00 до 20:00 годин, вівторок, середа з 8:00 до 17:00 годин, п’ятниця з 8:00 до 15:45 годин, субота з 8:00 до 16:00 годин, без обідньої перерви
1424;nArea;16
1424;sShapka;Голові Синельниківської районної державної адміністрації
1424;nID_Department_visitDay;89
1424;sShapka220;Головному державному санітарному лікарю Синельниківського району
1424;nRegion;16
1424;sArchShapka;Начальнику відділу містобудування та архітектури Синельниківської РДА
1424;sArchName; 
1424;sShapkaGolova;Голові<br> Синельниковської РДА
1424;sArea;Синельниківський район
1424;Registrationservice;Синельниківський РС ГУ ДМС України в Дніпропетровській області
1424;sOrganType;ЦНАП
1424;sRecviziti;Р/р 37114078079427, ЄДРПОУ: 37806243,Банк ГУДКСУ у Дніпропетровській області МФО 805012, Код 22090400
1424;sKab89;адміністратора
1424;sKab205;адміністратора
1424;sKab280;адміністратора
1424;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Синельніківського р-ну
1424;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1424;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1424;shapka;Голові Синельниківської районної державної адміністрації

1425;sNameOrgan;ЦНАП Солонянського району
1425;sAddress;<b>Адреса:</b> 52400, Дніпропетровська обл., Солонянський р-н, смт Солоне, вул. Гагаріна, 20 (будинок Бергманів)
1425;sPhoneOrgan;<b>Телефон(и):</b> (05669) 3-02-34, (05669) 2-11-44,(05669) 2-10-86 (факс)
1425;sMailClerk;solonyanska2013@yandex.ua
1425;sMailOfficialContact;<b>E-mail:</b> solonyanska2013@yandex.ru, info@solrda.dp.ua
1425;sWepPortal;<b>Веб портал:</b> <a href='http://www.solon-rn.dp.gov.ua'>ЦНАП Солонянського району </a>
1425;sWorkTime;<b>Графік роботи:</b> понеділок, середа: з 8-00 до 17-00, вівторок, четвер: з 8-00 до 20-00, п’ятниця: з 8-00 до 15-45, субота з 9-00 до 16-00, без обідньої перерви Вихідний: неділя
1425;nArea;17
1425;sShapka;Голові Солонянського районної державної адміністрації.
1425;nID_Department_visitDay;90
1425;sShapka501;Відділ Держгеокадастру <br> у Солонянському районі
1425;nRegion;17
1425;sArchShapka;Начальнику сектору містобудування і архітектури Солонянської РДА
1425;sArchName; 
1425;sShapkaGolova;Голові<br> Солонянської РДА
1425;sArea;Солонянський район
1425;Registrationservice;Солонянський РС ГУ ДМС України в Дніпропетровській області
1425;sOrganType;ЦНАП
1425;sRecviziti;УДКСУ у Солонянському районі, Р/р 31411538700463, ЄДРПОУ: 37916143,Банк ГУДКСУ у Дніпропетровській області МФО 805012, Код 22090400
1425;sKab89;адміністратора
1425;sKab205;адміністратора
1425;sKab280;адміністратора
1425;sShapka220;Начальнику Управління, головному державному санітарному лікарю Солонянського  р-ну
1425;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Солонянського р-ну
1425;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1425;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1425;shapka;Голові Солонянського районної державної адміністрації

1426;sNameOrgan;ЦНАП Софіївської РДА
1426;sAddress;<b>Адреса:</b> 53100, Дніпропетровська обл., Софіївський р-н, смт. Софіївка, вул. Жовтнева, 58
1426;sPhoneOrgan;<b>Телефон(и):</b> (05650) 2-86-75
1426;sMailClerk;info@sofrda.dp.ua,natalja-blova@rambler.ru
1426;sMailOfficialContact;<b>E-mail:</b> info@sofirda.dp.ua
1426;sWepPortal;<b>Веб портал:</b> <a href='http://www.sofiiv-rn.dp.gov.ua'>ЦНАП Софіївської РДА </a>
1426;sWorkTime;<b>Графік роботи:</b> Щоденно: 08:00 — 20:00 Субота: 08:00 — 16:00
1426;nArea;18
1426;sShapka;Голові Софіївської районної державної адміністрації
1426;nID_Department_visitDay;91
1426;sShapkaGolova;Голові Софіївської РДА
1426;nRegion;18
1426;sArchShapka; 
1426;sArchName; 
1426;sArea;Софіївський район
1426;Registrationservice;Софіївський РС ГУ ДМС України в Дніпропетровській області
1426;sOrganType;ЦНАП
1426;sRecviziti;
1426;sKab89;адміністратора
1426;sKab205;адміністратора
1426;sKab280;адміністратора

1427;sNameOrgan;ЦНАП Томаківської РДА
1427;sAddress;<b>Адреса:</b> 53500, Дніпропетровська обл., Томаківський р-н, смт. Томаківка, вул. Шосейна, 3
1427;sPhoneOrgan;<b>Телефон(и):</b> (05668) 3-14-69
1427;sMailClerk;tomak_ac@ukr.net
1427;sMailOfficialContact;<b>E-mail:</b> tomak_ac@ukr.net
1427;sWepPortal;<b>Веб портал:</b> <a href='http://www.tomak.dp.gov.ua'>ЦНАП Томаківської РДА </a>
1427;sWorkTime;<b>Графік роботи:</b> Понеділок, середа: 8.00-20.00, вівторок,четвер: 8.00-17.00, п’ятниця, субота: 8.00–16.00 неділя - вихідний
1427;nArea;19
1427;sShapka;Голові Томаківської районної державної адміністрації
1427;nID_Department_visitDay;92
1427;nRegion;19
1427;sArchShapka;Начальнику відділу містобудування, архітектури, житлово-комунального господарства та будівництва Томаківської РДА
1427;sArchName; 
1427;sShapkaGolova;Голові<br> Томаківської РДА
1427;sArea;Томаківський район
1427;Registrationservice;Томаківський РС ГУ ДМС України в Дніпропетровській області
1427;sOrganType;ЦНАП
1427;sRecviziti;
1427;sKab89;адміністратора
1427;sKab205;адміністратора
1427;sKab280;адміністратора
1427;sShapka220;Начальнику Управління, головному державному санітарному лікарю Томаківського р-ну
1427;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br>  Томаківського р-ну
1427;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1427;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1427;sShapka_190;Голові райдержадміністрації
1427;shapka a;Голові Томаківської районної державної адміністрації

1428;sNameOrgan;ЦНАП Широківської РДА
1428;sAddress;<b>Адреса:</b> 53700, Дніпропетровська обл., Широківський р-н, смт Широке, вул. Леніна, 107
1428;sPhoneOrgan;<b>Телефон(и):</b> (05657) 29-3-62,(05657) 29-072 (факс)
1428;sMailClerk;adm_dc_shiroke@ukr.net
1428;sMailOfficialContact;<b>E-mail:</b> adm_dc_shiroke@ukr.net
1428;sWepPortal;<b>Веб портал:</b> <a href='http://www.shirok-rn.dp.gov.ua'>ЦНАП Широківської РДА </a>
1428;sWorkTime;<b>Графік роботи:</b> Понеділок – п’ятниця: 8:00 – 20:00 Субота: 9:00 – 16:00
1428;nArea;21
1428;sShapka;Голові Широківської районної державної адміністрації
1428;nID_Department_visitDay;94
1428;sShapkaGolova;Голові Широківської РДА
1428;nRegion;21
1428;sArchShapka;Начальнику відділу містобудування, архітектури, житлово-комунального господарства та інифраструктури Широківської РДА
1428;sArchName; 
1428;sArea;Широківський район
1428;Registrationservice;Широківський РС ГУ ДМС України в Дніпропетровській області
1428;sOrganType;ЦНАП
1428;sRecviziti;Отримувач: УДКСУ у Широківському районі, Р/р 31419538700368, ЄДРПОУ: 36729624, Банк ГУДКСУ у Дніпропетровській області МФО 805012, Код 22090400
1428;sKab89;адміністратора
1428;sKab205;адміністратора
1428;sKab280;адміністратора
1428;sShapka220;Начальнику Управління, головному державному санітарному лікарю Широківського р-ну
1428;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br>  Широківського р-ну
1428;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1428;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1428;shapka;Голові Широківської районної державної адміністрації

1429;sNameOrgan;ЦНАП Юр’ївської РДА
1429;sAddress;<b>Адреса:</b> 51300, Дніпропетровська область, Юр’ївський р-н, смт. Юр’ївка, вул. Леніна, 114
1429;sPhoneOrgan;<b>Телефон(и):</b> (3556) 51-701
1429;sMailClerk;doz.center@yandex.ua
1429;sMailOfficialContact;<b>E-mail:</b> doz.center@yandex.ua
1429;sWepPortal;<b>Веб портал:</b> <a href='http://www.yuryev-rn.dp.gov.ua'>ЦНАП Юр’ївської РДА </a>
1429;sWorkTime;<b>Графік роботи:</b> Понеділок – п’ятниця: 8:00 – 20:00 Субота: 8:00 – 16:00
1429;nArea;22
1429;sShapka;Голові Юр’ївської районної державної адміністрації
1429;nID_Department_visitDay;95
1429;sShapka220;Головному державному санітарному лікарю Юр'ївського району
1429;nRegion;22
1429;sArchShapka;Головному архітектору району Юр’ївської РДА
1429;sArchName; 
1429;sShapkaGolova;Голові<br> Юр`ївської РДА
1429;sArea;Юр’ївський район
1429;Registrationservice;Юр’ївський РС ГУ ДМС України в Дніпропетровській області
1429;sOrganType;ЦНАП
1429;sRecviziti;
1429;sKab89;адміністратора
1429;sKab205;адміністратора
1429;sKab280;адміністратора
1429;sShapkaVet;Начальнику управління<br> ветеринарної медицини<br> Юр'ївського р-ну
1429;service;["Видача висновку","Переоформлення висновку","Видача дублікату висновку","Анулювання висновку"]
1429;asVibor_service;=[service]=='0'?'Видача висновку':[service]=='1'?'Переоформлення висновку':[service]=='2'?'Видача дублікату висновку':[service]=='3'?'Анулювання висновку':''
1429;sShapka_dozvil_na_reklamu_184;Директору депатрамента<br>житлово-комунального господарства
1429;sShapka_190;Голові райдержадміністрації
1429;shapka;Голові Юр’ївської районної державної адміністрації

1431;shapka;Начальнику Управління Держгеокадастру у Куп'янському районі Харківської області
1431;nRegion;503
1431;sClerkPost;cnapkrda@ukr.net
1431;sRekv;
1431;nID_Department_visitDay;68
1431;sNameOrgan;32
1431;sMailClerk;cnapkrda@ukr.net
1431;sArea;Куп'янський район
1431;Registrationservice;Куп'янський РВ ГУ ДМС України в Харківській області
1431;sOrganType;ЦНАП
1431;sRecviziti;Отримувач: Куп'янське УК, МФО: 851011, Р/р 31417538700013, Код ЄДРПОУ 37813292, код платежу 22090400, Код території 013
1431;sKab89;адміністратора
1431;sKab205;адміністратора
1431;sKab280;адміністратора
1431;sAddress;<b>Адреса:</b> м.Куп'янськ, пл. Леніна, 12
1431;sPhoneOrgan;(05742) 5-75-78
1431;sWorkTime; <b>Графік роботи:</b><p>Понеділок, середа 8.00-17.00<br>вівторок, четвер 8.00-20.00<br>п'ятниця 8.00-15.45<br>субота 8.00-15.00<br>Вихідний - Неділя</p>

1432;shapka;Начальнику Управління Держгеокадастру у м. Лозова Харківської області
1432;nRegion;481
1432;sClerkPost;cnap_lmr@ukr.net
1432;sRekv;
1432;nID_Department_visitDay;67
1432;sNameOrgan;31
1432;sMailClerk;cnap_lmr@ukr.net
1432;sArea;м. Лозова
1432;Registrationservice;Лозівський РВ ГУ ДМС України в Харківській області
1432;sOrganType;ЦНАП
1432;sRecviziti;Отримувач: Лозівське УДКСУ Харківської області, МФО: 851011, Р/р 31415538700015, Код ЄДРПОУ 38053090, код платежу 22090400
1432;sKab89;адміністратора
1432;sKab205;адміністратора
1432;sKab280;адміністратора
1432;sAddress;<b>Адреса:</b> м.Лозова, вул.Комінтерну, 2
