nID;sName;nOrder;nID_Subcategory;sInfo;sFAQ;sLaw;nOpenedLimit;sSubjectOperatorName
952;Кваліфікація когенераційної установки;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
953;Надання відомостей з Державного земельного кадастру у формі: викопіювання з кадастрової карти (плану) та іншої картографічної документації Державного земельного кадастру;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
954;Надання відомостей з Державного земельного кадастру у формі: довідки, що містить узагальнену інформацію про землі (території);100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
955;Надання висновку на погодження проекту землеустрою;100;11;[*];;;0;Обласна державна адміністрація - управління культури
956;Надання довідки про наявність та розмір земельної частки (паю);100;1;[*];;;0;Державна служба з питань геодезії, картографії та кадастру
957;Надання довідки про наявність у Державному земельному кадастрі відомостей про одержання у власність земельної ділянки у межах норм безоплатної приватизації за певним видом її цільового призначення (використання);100;1;[*];;;0;Державна служба з питань геодезії, картографії та кадастру
958;Підготовка та видача довідки про припинення ведення особистого селянського господарства на території міста, або про вихід з такого господарства;100;1;;;;0;Місцеві органи влади
959;_Надання за зверненням органів виконавчої влади та органів місцевого самоврядування відомостей з державного земельного кадастру у формі витягу з державного земельного кадастру про обмеження у використанні земель;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
960;_Надання за зверненням органів виконавчої влади та органів місцевого самоврядування відомостей з державного земельного кадастру у формі довідки, що містить узагальнену інформацію про землі (території);100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
961;Переоформлення ліцензії на провадження господарської діяльності з постачання теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
962;Переоформлення ліцензії на виробництво електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
963;Переоформлення ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
964;Переоформлення ліцензії на зберігання природного газу, газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
965;Переоформлення ліцензії на комбіноване виробництво теплової та електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
966;Переоформлення ліцензії на оптове постачання електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
967;Переоформлення ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
968;Переоформлення ліцензії на постачання електричної енергії за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
969;Переоформлення ліцензії на постачання електричної енергії за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
970;Переоформлення ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
971;Переоформлення ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
972;Переоформлення ліцензії на провадження господарської діяльності з виробництва теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
973;Переоформлення ліцензії на провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
974;Переоформлення ліцензії на розподіл електричної енергії (передачу електричної енергії місцевими (локальними) електричними мережами);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
975;Переоформлення ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
976;Переоформлення ліцензії на транспортування нафтопродуктів магістральним трубопроводом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
977;Переоформлення ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
978;Підтвердження належності палива до альтернативного з видачею документа про ідентифікацію палива;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
979;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Відчуження, продаж, дарування;100;11;;;;0;Міністерство культури
980;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Іпотека;100;11;;;;0;Міністерство культури
981;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Оренда;100;11;;;;0;Міністерство культури
982;Прийняття рішення щодо введення родовища або окремого покладу нафти і газу: в дослідно-промислову розробку;100;8;;;;0;Міністерство енергетики та вугільної промисловості 
983;Прийняття рішення щодо введення родовища або окремого покладу нафти і газу: у промислову розробку;100;8;;;;0;Міністерство енергетики та вугільної промисловості 
984;Проведення державної експертизи з енергозбереження з видачею експертного висновку проектів інструктивно-методичних та нормативно-технічних актів, будівельних норм і правил, документації на створення та придбання нової енергоємної техніки, технології і матеріалів, інших документів і матеріалів, що регламентують всі види діяльності у сфері енергозбереження;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
985;Проведення державної експертизи з енергозбереження з видачею експертного висновку проектів схем розвитку і розміщення продуктивних сил, проектів розвитку галузей народного господарства, територіальних схем енергозабезпечення, іншої передпланової та передпроектної документації;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
986;Проведення державної експертизи з енергозбереження з видачею експертного висновку та передпроектної документації енерготехнологічної частини техніко-економічних обґрунтувань і проектів будівництва нових та розширення (реконструкції, технічного переобладнання, модернізації) діючих об’єктів та підприємств з річним споживанням паливно-енергетичних ресурсів 1 тис. і більше тонн у перерахунку на умовне паливо – за рішенням замовника в разі надання преференцій (субсидій, податкових або фінансово-кредитних пільг) за рахунок бюджетних коштів;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
987;Продовження дії ліцензії на постачання електричної енергії за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
988;Продовження строку дії ліцензії на виробництво електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
989;Продовження строку дії ліцензії на комбіноване виробництво теплової та електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
990;Продовження строку дії ліцензії на оптове постачання електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
991;Продовження строку дії ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
992;Продовження строку дії ліцензії на постачання електричної енергії за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
993;Продовження строкуу дії ліцензії на розподіл електричної енергії (передачу електричної енергії місцевими (локальними) електричними мережами);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
994;Анулювання дозволу на застосування праці іноземців та осіб без громадянства на території за заявою роботодавця;100;5;;;;0;Управління праці та соціального захисту населення
995;Анулювання ліцензії на провадження господарської діяльності з посередництва у працевлаштуванні за кордоном за заявою ліцензіата;100;5;;;;0;Управління праці та соціального захисту населення
996;Видача громадянам, іноземцям та особам без громадянства документів про запрошення в Україну;100;4;;;;0;Державна міграційна служба
997;_Видача громадянам, іноземцям та особам без громадянства документів про запрошення в Україну (протягом 10 робочих днів);100;4;;;;0;Державна міграційна служба
998;Видача довідки про звернення за захистом в Україні;100;4;;;;0;Державна міграційна служба
999;Видача довідки про особу, яка добровільно повертається;100;4;;;;0;Державна міграційна служба
1000;Видача довідки про реєстрацію місця проживання;100;4;;;;0;Державна міграційна служба
1001;Видача дозволу на застосування праці іноземців та осіб без громадянства на території ;100;21;;;;0;Управління праці та соціального захисту населення
1002;Видача дозволу на імміграцію в Україну іноземцям або особам без громадянства;100;4;;;;0;Державна міграційна служба
1003;_Видача паспорта громадянина для виїзду за кордон протягом 10 робочих днів з дня оформлення заяви-анкети та його термінове отримання;100;4;;;;0;Державна міграційна служба
1004;_Видача паспорта громадянина для виїзду за кордон;100;4;;;;0;Державна міграційна служба
1005;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, яких до завершення граничного строку перебування в пунктах тимчасового перебування іноземців та осіб без громадянства, які незаконно перебувають в Україні, не було примусово видворено з з причин відсутності проїзного документа, транспортного сполучення з країною їх походження або з інших причин, що не залежать від таких осіб);100;4;;;;0;Державна міграційна служба
1006;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які відповідно до закону прибули в Україну для працевлаштування);100;4;;;;0;Державна міграційна служба
1007;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для провадження культурної, наукової, спортивної, освітньої діяльності, а також іноземець або особа без громадянства, які прибули в Україну з метою участі в міжнародних та регіональних волонтерських програмах чи участі в діяльності волонтерських організацій);100;4;;;;0;Державна міграційна служба
1008;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для роботи кореспондентом або представником іноземних засобів масової інформації);100;4;;;;0;Державна міграційна служба
1009;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для роботи у представництвах іноземних суб’єктів господарювання в Україні, зареєстрованих у встановленому порядку);100;4;;;;0;Державна міграційна служба
1010;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для роботи у філіях або представництвах іноземних банків);100;4;;;;0;Державна міграційна служба
1011;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для участі в діяльності філій, відділень, представництв та інших структурних осередків громадських (неурядових організацій іноземних держав, зареєстрованих у встановленому порядку);100;4;;;;0;Державна міграційна служба
1012;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну для участі в реалізації проектів міжнародної технічної допомоги, зареєстрованих у встановленому порядку);100;4;;;;0;Державна міграційна служба
1013;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну з метою возз’єднання сім’ї з особами, зазначеними у частинах другій — дванадцятій статті 4 Закону «Про правовий статус іноземців та осіб без громадянства»);100;4;;;;0;Державна міграційна служба
1014;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну з метою возз’єднання сім’ї з особами, які є громадянами , або які під час перебування на законних підставах на території у випадках, зазначених у частинах третій — дванадцятій статті 4 Закону «Про правовий статус іноземців та осіб без громадянства», уклали шлюб з громадянами );100;4;;;;0;Державна міграційна служба
1015;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну з метою навчання);100;4;;;;0;Державна міграційна служба
1016;_Видача посвідки на тимчасове проживання (іноземцям або особам без громадянства, які прибули в Україну з метою проповідування релігійних віровчень, виконання релігійних обрядів чи іншої канонічної діяльності за запрошенням релігійних організацій та погодженням з державним органом, який здійснив реєстрацію відповідної релігійної організації);100;4;;;;0;Державна міграційна служба
1017;Видача посвідчення біженця;100;4;;;;0;Державна міграційна служба
1018;Видача посвідчення особи, яка потребує додаткового захисту;100;4;;;;0;Державна міграційна служба
1019;Видача посвідчення особи, якій надано тимчасовий захист;100;4;;;;0;Державна міграційна служба
1020;Видача проїзного документа біженця;100;4;;;;0;Державна міграційна служба
1021;Видача проїзного документа особи, якій надано додатковий захист;100;4;;;;0;Державна міграційна служба
1022;Зняття з реєстрації місця перебування особи;100;4;;;;0;Державна міграційна служба
1023;_Зняття з реєстрації місця проживання особи;100;4;;;;0;Державна міграційна служба
1024;_Обмін паспорта громадянина для виїзду за кордон протягом 10 робочих днів з дня оформлення заяви-анкети та його термінове отримання;100;4;;;;0;Державна міграційна служба
1025;_Обмін паспорта громадянина для виїзду за кордон;100;4;;;;0;Державна міграційна служба
1026;_Оформлення паспорта громадянина для виїзду за кордон замість втраченого або викраденого протягом 10 робочих днів з дня оформлення заяви-анкети та його термінове отримання;100;4;;;;0;Державна міграційна служба
1027;Оформлення подання Держкомтелерадіо для видачі посвідки на тимчасове проживання в Україні працівників іноземних засобів масової інформації;100;4;;;;0;Державний комітет телебачення і радіомовлення 
1028;_Порядок внесення змін до актових записів цивільного стану;100;20;;;;0;Міністерство юстиції
1029;_Порядок зміни імені;100;4;;;;0;Міністерство юстиції
1030;Видача ліцензії на право роздрібної торгівлі алкогольними напоями та сидром або перрі;100;5;[*];;;0;Державна фіскальна служба
1031;Продовження дії дозволу на застосування праці іноземців та осіб без громадянства на території ;100;21;;;;0;Управління праці та соціального захисту населення
1032;Продовження строку дії довідки про звернення за захистом в Україні;100;4;;;;0;Державна міграційна служба
1033;Продовження строку дії посвідчення біженця;100;4;;;;0;Державна міграційна служба
1034;Продовження строку дії посвідчення особи, яка потребує додаткового захисту;100;4;;;;0;Державна міграційна служба
1035;Продовження строку дії посвідчення особи, якій надано тимчасовий захист;100;4;;;;0;Державна міграційна служба
1036;Продовження строку перебування на території іноземцям та особам без громадянства;100;4;;;;0;Державна міграційна служба
1037;Реєстрація місця перебування особи;100;4;;;;0;Державна міграційна служба
1038;Видача ліцензії на право роздрібної торгівлі тютюновими виробами;100;5;[*];;;0;Державна фіскальна служба
1039;Видача дубліката ліцензії на здійснення діяльності у сфері телекомунікацій;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1040;Видача контрольних марок на розповсюдження примірників аудіовізуальних творів, фонограм, відеограм, комп’ютерних програм, баз даних;100;11;;;;0;Державна служба інтелектуальної власності 
1041;Видача копії ліцензії на здійснення діяльності у сфері телекомунікацій;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1042;Видача ліцензії на здійснення діяльності у сфері телекомунікацій;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1043;Виділення номерного ресурсу;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1044;Виділення номерного ресурсу (для отримання національного ідентифікаційного коду мережі призначення фіксованого зв’язку (КІД));100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1045;Виділення номерного ресурсу (для отримання скорочених номерів);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1046;Включення до Реєстру операторів, провайдерів телекомунікацій;100;15;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1047;Державна реєстрація друкованих засобів масової інформації;100;15;;;;0;Міністерство юстиції
1048;Переоформлення дозволу на використання номерного ресурсу;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1049;Переоформлення ліцензій на здійснення діяльності у сфері телекомунікацій;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1050;Продовження строку дії ліцензії на здійснення діяльності у сфері телекомунікацій;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
1051;Державна реєстрація народження фізичної особи з одночасним визначенням її походження;100;20;;;;0;Міністерство юстиції
1052;Державна реєстрація смерті;100;20;[*];;;0;Місцеві органи влади
1053;_Проставлення апостиля на документах про державну реєстрацію актів цивільного стану;100;20;;;;0;Міністерство юстиції
1054;_Видача карантинного дозволу (на імпорт або транзит): партії вантажу вагою від 100 до 200 тонн;100;17;;;;0;Державна ветеринарна та фітосанітарна служба
1055;_Видача карантинного дозволу (на імпорт або транзит): партії вантажу вагою від 200 до 1000 тонн;100;17;;;;0;Державна ветеринарна та фітосанітарна служба
1056;_Видача карантинного дозволу (на імпорт або транзит): партії вантажу вагою від 50 до 100 тонн;100;17;;;;0;Державна ветеринарна та фітосанітарна служба
1057;_Видача карантинного дозволу (на імпорт або транзит): партії вантажу вагою до 50 тонн;100;17;;;;0;Державна ветеринарна та фітосанітарна служба
1058;_Видача карантинного дозволу (на імпорт або транзит): партії вантажу вагою понад 1000 тонн та за кожну наступну тисячу тонн;100;17;;;;0;Державна ветеринарна та фітосанітарна служба
1059;_Видача повідомлення на транскордонне перевезення небезпечних відходів або висновку на транскордонне перевезення відходів, у разі коли вони містять матеріали, в кількості достатній для виявлення ними небезпечних властивостей (при експорті небезпечних відходів);100;17;;;;0;Міністерство екології та природних ресурсів
1060;_Видача повідомлення на транскордонне перевезення небезпечних відходів або висновку на транскордонне перевезення відходів, у разі коли вони містять матеріали, в кількості достатній для виявлення ними небезпечних властивостей (при імпорті небезпечних відходів);100;17;;;;0;Міністерство екології та природних ресурсів
1061;_Видача повідомлення на транскордонне перевезення небезпечних відходів або висновку на транскордонне перевезення відходів, у разі коли вони містять матеріали, в кількості достатній для виявлення ними небезпечних властивостей (при транзиті небезпечних відходів);100;17;;;;0;Міністерство екології та природних ресурсів
1062;Видача свідоцтва про допущення контейнера до перевезення вантажів під митними печатками та пломбами за типом конструкції;100;17;;;;0;Державна фіскальна служба
1063;Видача свідоцтва про допущення контейнера до перевезення вантажів під митними печатками та пломбами на будь-якому етапі після виготовлення контейнера;100;17;;;;0;Державна фіскальна служба
1064;Зупинення дії дозволу на відкриття та експлуатацію митного комплексу за заявою підприємства;100;14;;;;0;Державна фіскальна служба
1065;Надання дозволу на здійснення митної брокерської діяльності;100;14;;;;0;Державна фіскальна служба
1066;Переоформлення дозволу на здійснення митної брокерської діяльності;100;14;;;;0;Державна фіскальна служба
1067;Анулювання ліцензії на провадження господарської діяльності з перевезення пасажирів, небезпечних вантажів та небезпечних відходів морським та річковим транспортом (за заявою ліцензіата);100;17;;;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1068;Видача дозволу на розміщення, будівництво споруд, об’єктів дорожнього сервісу, автозаправних станцій, прокладення інженерних мереж та виконання інших робіт у межах смуги відведення автомобільних доріг;100;7;;;;0;Державне агентство автомобільних доріг 
1069;Видача журналу безперервної реєстрації історії судна (Синопсис);100;15;;;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1070;Видача посвідчення судноводія малого/маломірного судна;100;2;;;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1071;Видача посвідчення судноводія торговельного судна, яке допущено до плавання судноплавними річковими внутрішніми водними шляхами;100;5;;;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1072;_Видача свідоцтва про допущення контейнера до перевезення вантажів під митними печатками та пломбами на будь-якому етапі після виготовлення контейнера;100;17;;;;0;Державна фіскальна служба
1073;Видача свідоцтва про мінімальний склад екіпажу;100;17;[*];;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1074;Видача свідоцтва про постійне нанесення маркування розпізнавального номера на судно (ІМО);100;5;;;;0;Державна служба України з безпеки на транспорті (Укртрансбезпека)
1075;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (диплом радіоелектроніка першого класу ГМЗЛБ);100;5;;;;0;Державне агентство рибного господарства
1076;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (диплом радіоелектроніка першого класу ГМЗЛБ );100;5;;;;0;Державне агентство рибного господарства
1077;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (загальний диплом оператора ГМЗЛБ );100;5;;;;0;Державне агентство рибного господарства
1078;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (обмежений сертифікат компетентності оператора ГМЗЛБ);100;5;;;;0;Державне агентство рибного господарства
1079;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності вахтового механіка риболовних суден з головною руховою установкою потужністю до 750 кВт);100;5;;;;0;Державне агентство рибного господарства
1080;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності вахтового механіка риболовних суден з головною руховою установкою потужністю 750 кВт і більше);100;5;;;;0;Державне агентство рибного господарства
1081;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності другого механіка риболовних суден з головною руховою установкою потужністю до 750 кВт);100;5;;;;0;Державне агентство рибного господарства
1082;_Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності другого механіка риболовних суден з головною руховою установкою потужністю 750 кВт і більше);100;5;;;;0;Державне агентство рибного господарства
