nID;sID_BP;sID_UserTask;sCondition;soData;sPatternFile;nID_EscalationRuleFunction
391;dnepr_cnap_54_55;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

392;dnepr_cnap_56;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
393;dnepr_cnap_56;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
394;dnepr_cnap_56;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:21, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
395;dnepr_cnap_56;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:21, asRecipientMail:['']};escalation/escalation_template.html;1
396;dnepr_cnap_56;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
397;dnepr_cnap_56;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:21};escalation/escalation_template.html;3

398;dnepr_cnap_59;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
399;dnepr_cnap_59;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
400;dnepr_cnap_59;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
401;dnepr_cnap_59;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
402;dnepr_cnap_59;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
403;dnepr_cnap_59;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

404;dnepr_cnap_70;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
405;dnepr_cnap_70;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
406;dnepr_cnap_70;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:21, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
407;dnepr_cnap_70;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:21, asRecipientMail:['']};escalation/escalation_template.html;1
408;dnepr_cnap_70;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
409;dnepr_cnap_70;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:21};escalation/escalation_template.html;3

410;dnepr_cnap_72;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com']};escalation/escalation_template.html;1
411;dnepr_cnap_72;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
412;dnepr_cnap_72;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com']};escalation/escalation_template.html;1
413;dnepr_cnap_72;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
414;dnepr_cnap_72;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
415;dnepr_cnap_72;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

416;dnepr_cnap-44;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
417;dnepr_cnap-44;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
418;dnepr_cnap-44;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
419;dnepr_cnap-44;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
420;dnepr_cnap-44;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
421;dnepr_cnap-44;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

422;dnepr_dfs_dovidka_nodebts;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['valery.stavitsky@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'KovalevaAI@ua.fm']};escalation/escalation_template.html;1
423;dnepr_dfs_dovidka_nodebts;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:15, asRecipientMail:['']};escalation/escalation_template.html;1
424;dnepr_dfs_dovidka_nodebts;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

425;dnepr_dms_passport;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:210, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'zhigan.roman@gmail.com']};escalation/escalation_template.html;1
426;dnepr_dms_passport;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:210, asRecipientMail:['']};escalation/escalation_template.html;1
427;dnepr_dms_passport;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:210};escalation/escalation_template.html;3

428;dnepr_dms-205;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
429;dnepr_dms-205;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
430;dnepr_dms-205;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

431;dnepr_dms-212;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
432;dnepr_dms-212;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
433;dnepr_dms-212;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

434;dnepr_dms-212s;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
435;dnepr_dms-212s;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
436;dnepr_dms-212s;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

437;dnepr_dms-227;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
438;dnepr_dms-227;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
439;dnepr_dms-227;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

440;dnepr_dms-257;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
441;dnepr_dms-257;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
442;dnepr_dms-257;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

443;dnepr_dms-272;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
444;dnepr_dms-272;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
445;dnepr_dms-272;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

446;dnepr_dms-272kr;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
447;dnepr_dms-272kr;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
448;dnepr_dms-272kr;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

449;dnepr_dms-280;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
450;dnepr_dms-280;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
451;dnepr_dms-280;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:-1};escalation/escalation_template.html;3

452;dnepr_dms-288;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:150, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
453;dnepr_dms-288;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:150, asRecipientMail:['']};escalation/escalation_template.html;1
454;dnepr_dms-288;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:150};escalation/escalation_template.html;3

455;dnepr_dms-89;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
456;dnepr_dms-89;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
457;dnepr_dms-89;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

458;dnepr_dms-89s;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['zhigan.roman@gmail.com']};escalation/escalation_template.html;1
459;dnepr_dms-89s;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
460;dnepr_dms-89s;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

461;dnepr_GlavAPU_258;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
462;dnepr_GlavAPU_258;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
463;dnepr_GlavAPU_258;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

464;dnepr_GlavAPU_259;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:10, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
465;dnepr_GlavAPU_259;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:11, asRecipientMail:['']};escalation/escalation_template.html;1
466;dnepr_GlavAPU_259;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

467;dnepr_mvd_199;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:1, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
468;dnepr_mvd_199;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:2, asRecipientMail:['pavel.kurbatskij@privatbank.ua']};escalation/escalation_template.html;1
469;dnepr_mvd_199;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:2, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
470;dnepr_mvd_199;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
471;dnepr_mvd_199;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:2};escalation/escalation_template.html;3

472;dnepr_mvk_291_common;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:[sDateReglament],asRecipientMail:['opercenterdmr@gmail.com']};escalation/escalation_template.html;1
473;dnepr_mvk-1;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:150};escalation/escalation_template.html;3

474;dnepr_mvk_501;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
475;dnepr_mvk_501;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
476;dnepr_mvk_501;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
477;dnepr_mvk_501;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
478;dnepr_mvk_501;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

479;dnepr_obl_cnap_484;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
480;dnepr_obl_cnap_484;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
481;dnepr_obl_cnap_484;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
482;dnepr_obl_cnap_484;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
483;dnepr_obl_cnap_484;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
484;dnepr_obl_cnap_484;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

485;dnepr_obl_cnap_490;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
486;dnepr_obl_cnap_490;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
487;dnepr_obl_cnap_490;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
488;dnepr_obl_cnap_490;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
489;dnepr_obl_cnap_490;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
490;dnepr_obl_cnap_490;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

491;dnepr_obl_cnap_515;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
492;dnepr_obl_cnap_515;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
493;dnepr_obl_cnap_515;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
494;dnepr_obl_cnap_515;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
495;dnepr_obl_cnap_515;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
496;dnepr_obl_cnap_515;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

497;dnepr_obl_cnap_520;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
498;dnepr_obl_cnap_520;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
499;dnepr_obl_cnap_520;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
500;dnepr_obl_cnap_520;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
501;dnepr_obl_cnap_520;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
502;dnepr_obl_cnap_520;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

503;dnepr_obl_cnap_525;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
504;dnepr_obl_cnap_525;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
505;dnepr_obl_cnap_525;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
506;dnepr_obl_cnap_525;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:50, asRecipientMail:['']};escalation/escalation_template.html;1
507;dnepr_obl_cnap_525;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
508;dnepr_obl_cnap_525;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:45};escalation/escalation_template.html;3

509;dnepr_soc_144;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
510;dnepr_soc_144;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
511;dnepr_soc_144;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
512;dnepr_soc_144;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
513;dnepr_soc_144;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
514;dnepr_soc_144;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

515;dnepr_soc_help_147;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
516;dnepr_soc_help_147;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
517;dnepr_soc_help_147;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
518;dnepr_soc_help_147;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
519;dnepr_soc_help_147;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
520;dnepr_soc_help_147;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

521;dnepr_soc_help_148;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
522;dnepr_soc_help_148;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
523;dnepr_soc_help_148;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

524;dnepr_soc_help_150;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
525;dnepr_soc_help_150;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
526;dnepr_soc_help_150;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
527;dnepr_soc_help_150;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
528;dnepr_soc_help_150;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3
529;dnepr_soc_help_150;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

530;dnepr_soc_help_157;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
531;dnepr_soc_help_157;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
532;dnepr_soc_help_157;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
533;dnepr_soc_help_157;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
534;dnepr_soc_help_157;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
535;dnepr_soc_help_157;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

536;dnepr_soc_help_175;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
537;dnepr_soc_help_175;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
538;dnepr_soc_help_175;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
539;dnepr_soc_help_175;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
540;dnepr_soc_help_175;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3
541;dnepr_soc_help_175;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

542;dnepr_soc_help_176;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
543;dnepr_soc_help_176;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
544;dnepr_soc_help_176;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

545;dnepr_soc_help_177;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
546;dnepr_soc_help_177;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
547;dnepr_soc_help_177;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20};escalation/escalation_template.html;3

548;dnepr_soczah_139;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
549;dnepr_soczah_139;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
550;dnepr_soczah_139;usertask2_red;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
551;dnepr_soczah_139;usertask2_red;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
552;dnepr_soczah_139;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
553;dnepr_soczah_139;usertask2_red;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

554;dnepr_soczah_142;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
555;dnepr_soczah_142;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
556;dnepr_soczah_142;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
557;dnepr_soczah_142;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
558;dnepr_soczah_142;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3
559;dnepr_soczah_142;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

560;dnepr_soczah_154;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
561;dnepr_soczah_154;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
562;dnepr_soczah_154;usertask2_red;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['dmitrij.zabrudskij@privatbank.ua', 'msvidran@gmail.com', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
563;dnepr_soczah_154;usertask2_red;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
564;dnepr_soczah_154;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
565;dnepr_soczah_154;usertask2_red;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

566;dnepr_soczah_156;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
567;dnepr_soczah_156;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
568;dnepr_soczah_156;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60, asRecipientMail:['darja.grek@gmail.com', 'dmitrij.zabrudskij@privatbank.ua', 'gupczn@adm.dp.ua']};escalation/escalation_template.html;1
569;dnepr_soczah_156;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:60, asRecipientMail:['']};escalation/escalation_template.html;1
570;dnepr_soczah_156;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3
571;dnepr_soczah_156;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:60};escalation/escalation_template.html;3

